date,size,time,hash
"2016-08-09T08:01:37.030173","0 MiB","96.38","9962c07bea2b0b6fcdd5e9ee33c0eb95d76e0552"
"2016-08-09T09:02:23.932094","0 MiB","143.45","9962c07bea2b0b6fcdd5e9ee33c0eb95d76e0552"
"2016-08-09T10:03:56.626720","0 MiB","235.63","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T11:01:39.521438","0 MiB","98.96","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T12:02:14.729791","0 MiB","133.67","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T13:01:34.074635","0 MiB","93.63","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T14:02:23.097929","0 MiB","141.96","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T15:02:21.807167","0 MiB","140.79","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T16:02:05.590719","0 MiB","125.16","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T17:01:58.695856","0 MiB","117.61","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T18:02:19.301502","0 MiB","139.00","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T19:01:52.874222","0 MiB","111.97","feaa6e5c6da58bc627c47162a6c8ac5302d5ff00"
"2016-08-09T20:04:36.933949","0 MiB","276.44","c8f7931c75ad6a2bf810751d3277e56af10d9282"
"2016-08-09T21:02:19.613541","0 MiB","138.59","c8f7931c75ad6a2bf810751d3277e56af10d9282"
"2016-08-09T22:04:26.453867","0 MiB","265.41","7d0764bc44bd78324e9e0edb92f879179e092403"
"2016-08-09T23:03:30.923280"," 452.59 KiB ","209.76","340da0d86b9d19f4d52db4acc354ab0c8a5c858f"
"2016-08-10T00:02:45.857760"," 278.23 KiB ","165.16","b5cd4c2e380cf1542ec7ebf6c766097c7a53aa11"
"2016-08-10T01:02:19.023227","0 MiB","138.81","9f3c3eb95e6690be0383452e321e3961fcc4ebf9"
"2016-08-10T02:03:13.625908"," 199.01 KiB ","192.83","feb88bf8f7c22bbf2fddc5af0da5108c51c4016f"
"2016-08-10T03:02:54.171301"," 126.98 KiB ","173.93","0512b6fee2398a07077df6d8c435045ef727b186"
"2016-08-10T04:02:02.228261"," 327.39 KiB ","121.38","32832b939480a1538c1ab5b1c534392ce8e651c9"
"2016-08-10T05:03:04.090381","0 MiB","183.70","1f985cfe1a369e2796cdfe668867c7e79e377868"
"2016-08-10T06:02:57.990216"," 269.51 KiB ","177.18","66ab3c4f1f47746051c8cde82bf5a85b78adf277"
"2016-08-10T07:02:07.862660","0 MiB","127.61","339326cc3fb1f407767527a929a69af0d801cd94"
"2016-08-10T08:02:10.974633","0 MiB","130.19","bf6ea95fefb782611e0c8ab3b4793129b8635baa"
"2016-08-10T09:01:47.028907","0 MiB","106.88","bf6ea95fefb782611e0c8ab3b4793129b8635baa"
"2016-08-10T10:03:52.177467","0 MiB","231.34","396e0736467be6fe49cfb2506cf2efa7228f3228"
"2016-08-10T11:03:28.221356","0 MiB","207.45","059c8cc9e90f79b3d8d0f695b30596df9135c5d5"
"2016-08-10T12:03:45.288264","0 MiB","224.90","2951698323996e5918cd95b798937f2ed73cd5ac"
"2016-08-10T13:04:17.320876","0 MiB","256.84","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T14:02:53.261277","0 MiB","172.31","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T15:02:08.002504","0 MiB","127.32","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T16:03:14.120391","0 MiB","193.01","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T17:02:58.016428","0 MiB","177.11","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T18:02:03.791897","0 MiB","123.18","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T19:02:33.242004","0 MiB","153.06","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T20:01:35.801129","0 MiB","94.97","d44edc062ea5cb6c830d5dec72292aab7bb43670"
"2016-08-10T21:04:36.082803","0 MiB","275.47","c54bc1d5b453473b92e1a925f418b9a26328aa1f"
"2016-08-10T22:03:39.960521","0 MiB","219.82","011f4d72c2296c3360f927ca8bfd5dcd72cb201e"
"2016-08-10T23:03:05.971059"," 436.07 KiB ","185.17","5478220c0bd08255e537b01cbc2b89e7ef39c364"
